,prompt,completion
3735,"This is a verse from the Holy Quran
""""What! when we die""
 where its mention in the Holy quran?",(Quran 37:16)
3736,"This is a verse from the Holy Quran
""""And also our fathers of old?""""
 where its mention in the Holy quran?",(Quran 37:17)
3737,"This is a verse from the Holy Quran
""Say thou: ""Yea""
 where its mention in the Holy quran?",(Quran 37:18)
3738,"This is a verse from the Holy Quran
""Then it will be a single (compelling) cry; and behold""
 where its mention in the Holy quran?",(Quran 37:19)
3739,"This is a verse from the Holy Quran
""They will say""
 where its mention in the Holy quran?",(Quran 37:20)
3740,"This is a verse from the Holy Quran
""(A voice will say""
 where its mention in the Holy quran?",(Quran 37:21)
3741,"This is a verse from the Holy Quran
""""Bring ye up""""
 where its mention in the Holy quran?",(Quran 37:22)
3742,"This is a verse from the Holy Quran
""""Besides Allah""
 where its mention in the Holy quran?",(Quran 37:23)
3743,"This is a verse from the Holy Quran
""""But stop them""
 where its mention in the Holy quran?",(Quran 37:24)
3744,"This is a verse from the Holy Quran
""""�What is the matter with you that ye help not each other?�""""
 where its mention in the Holy quran?",(Quran 37:25)
3745,"This is a verse from the Holy Quran
""Nay""
 where its mention in the Holy quran?",(Quran 37:26)
3746,"This is a verse from the Holy Quran
""And they will turn to one another""
 where its mention in the Holy quran?",(Quran 37:27)
3747,"This is a verse from the Holy Quran
""They will say: ""It was ye who used to come to us from the right hand (of power and authority)!""""
 where its mention in the Holy quran?",(Quran 37:28)
3748,"This is a verse from the Holy Quran
""They will reply: ""Nay""
 where its mention in the Holy quran?",(Quran 37:29)
3749,"This is a verse from the Holy Quran
""""Nor had we any authority over you. Nay""
 where its mention in the Holy quran?",(Quran 37:30)
3750,"This is a verse from the Holy Quran
""""So now has been proved true""
 where its mention in the Holy quran?",(Quran 37:31)
3751,"This is a verse from the Holy Quran
""""We led you astray: for truly we were ourselves astray.""""
 where its mention in the Holy quran?",(Quran 37:32)
3752,"This is a verse from the Holy Quran
""Truly""
 where its mention in the Holy quran?",(Quran 37:33)
3753,"This is a verse from the Holy Quran
""Verily that is how We shall deal with Sinners.""
 where its mention in the Holy quran?",(Quran 37:34)
3754,"This is a verse from the Holy Quran
""For they""
 where its mention in the Holy quran?",(Quran 37:35)
3755,"This is a verse from the Holy Quran
""And say: ""What! shall we give up our gods for the sake of a Poet possessed?""""
 where its mention in the Holy quran?",(Quran 37:36)
3756,"This is a verse from the Holy Quran
""Nay! he has come with the (very) Truth""
 where its mention in the Holy quran?",(Quran 37:37)
3757,"This is a verse from the Holy Quran
""Ye shall indeed taste of the Grievous Penalty;-""
 where its mention in the Holy quran?",(Quran 37:38)
3758,"This is a verse from the Holy Quran
""But it will be no more than the retribution of (the Evil) that ye have wrought;-""
 where its mention in the Holy quran?",(Quran 37:39)
3759,"This is a verse from the Holy Quran
""But the sincere (and devoted) Servants of Allah""
 where its mention in the Holy quran?",(Quran 37:40)
3760,"This is a verse from the Holy Quran
""For them is a Sustenance determined""
 where its mention in the Holy quran?",(Quran 37:41)
3761,"This is a verse from the Holy Quran
""Fruits (Delights); and they (shall enjoy) honour and dignity""
 where its mention in the Holy quran?",(Quran 37:42)
3762,"This is a verse from the Holy Quran
""In Gardens of Felicity""
 where its mention in the Holy quran?",(Quran 37:43)
3763,"This is a verse from the Holy Quran
""Facing each other on Thrones (of Dignity):""
 where its mention in the Holy quran?",(Quran 37:44)
3764,"This is a verse from the Holy Quran
""Round will be passed to them a Cup from a clear-flowing fountain""
 where its mention in the Holy quran?",(Quran 37:45)
3765,"This is a verse from the Holy Quran
""Crystal-white""
 where its mention in the Holy quran?",(Quran 37:46)
3766,"This is a verse from the Holy Quran
""Free from headiness; nor will they suffer intoxication therefrom.""
 where its mention in the Holy quran?",(Quran 37:47)
3767,"This is a verse from the Holy Quran
""And besides them will be chaste women""
 where its mention in the Holy quran?",(Quran 37:48)
3768,"This is a verse from the Holy Quran
""As if they were (delicate) eggs closely guarded.""
 where its mention in the Holy quran?",(Quran 37:49)
3769,"This is a verse from the Holy Quran
""Then they will turn to one another and question one another.""
 where its mention in the Holy quran?",(Quran 37:50)
3770,"This is a verse from the Holy Quran
""One of them will start the talk and say: ""I had an intimate companion (on the earth)""
 where its mention in the Holy quran?",(Quran 37:51)
3771,"This is a verse from the Holy Quran
""""Who used to say""
 where its mention in the Holy quran?",(Quran 37:52)
3772,"This is a verse from the Holy Quran
""""�When we die and become dust and bones""
 where its mention in the Holy quran?",(Quran 37:53)
3773,"This is a verse from the Holy Quran
""(A voice) said: ""Would ye like to look down?""""
 where its mention in the Holy quran?",(Quran 37:54)
3774,"This is a verse from the Holy Quran
""He looked down and saw him in the midst of the Fire.""
 where its mention in the Holy quran?",(Quran 37:55)
3775,"This is a verse from the Holy Quran
""He said: ""By Allah! thou wast little short of bringing me to perdition!""
 where its mention in the Holy quran?",(Quran 37:56)
3776,"This is a verse from the Holy Quran
""""Had it not been for the Grace of my Lord""
 where its mention in the Holy quran?",(Quran 37:57)
3777,"This is a verse from the Holy Quran
""""Is it (the case) that we shall not die""
 where its mention in the Holy quran?",(Quran 37:58)
3778,"This is a verse from the Holy Quran
""""Except our first death""
 where its mention in the Holy quran?",(Quran 37:59)
3779,"This is a verse from the Holy Quran
""Verily this is the supreme achievement!""
 where its mention in the Holy quran?",(Quran 37:60)
3780,"This is a verse from the Holy Quran
""For the like of this let all strive""
 where its mention in the Holy quran?",(Quran 37:61)
3781,"This is a verse from the Holy Quran
""Is that the better entertainment or the Tree of Zaqqum?""
 where its mention in the Holy quran?",(Quran 37:62)
3782,"This is a verse from the Holy Quran
""For We have truly made it (as) a trial for the wrong-doers.""
 where its mention in the Holy quran?",(Quran 37:63)
3783,"This is a verse from the Holy Quran
""For it is a tree that springs out of the bottom of Hell-Fire:""
 where its mention in the Holy quran?",(Quran 37:64)
3784,"This is a verse from the Holy Quran
""The shoots of its fruit-stalks are like the heads of devils:""
 where its mention in the Holy quran?",(Quran 37:65)
3785,"This is a verse from the Holy Quran
""Truly they will eat thereof and fill their bellies therewith.""
 where its mention in the Holy quran?",(Quran 37:66)
3786,"This is a verse from the Holy Quran
""Then on top of that they will be given a mixture made of boiling water.""
 where its mention in the Holy quran?",(Quran 37:67)
3787,"This is a verse from the Holy Quran
""Then shall their return be to the (Blazing) Fire.""
 where its mention in the Holy quran?",(Quran 37:68)
3788,"This is a verse from the Holy Quran
""Truly they found their fathers on the wrong Path;""
 where its mention in the Holy quran?",(Quran 37:69)
3789,"This is a verse from the Holy Quran
""So they (too) were rushed down on their footsteps!""
 where its mention in the Holy quran?",(Quran 37:70)
3790,"This is a verse from the Holy Quran
""And truly before them""
 where its mention in the Holy quran?",(Quran 37:71)
3791,"This is a verse from the Holy Quran
""But We sent aforetime""
 where its mention in the Holy quran?",(Quran 37:72)
3792,"This is a verse from the Holy Quran
""Then see what was the end of those who were admonished (but heeded not)""
 where its mention in the Holy quran?",(Quran 37:73)
3793,"This is a verse from the Holy Quran
""Except the sincere (and devoted) Servants of Allah.""
 where its mention in the Holy quran?",(Quran 37:74)
3794,"This is a verse from the Holy Quran
""(In the days of old)""
 where its mention in the Holy quran?",(Quran 37:75)
3795,"This is a verse from the Holy Quran
""And We delivered him and his people from the Great Calamity""
 where its mention in the Holy quran?",(Quran 37:76)
3796,"This is a verse from the Holy Quran
""And made his progeny to endure (on this earth);""
 where its mention in the Holy quran?",(Quran 37:77)
3797,"This is a verse from the Holy Quran
""And We left (this blessing) for him among generations to come in later times:""
 where its mention in the Holy quran?",(Quran 37:78)
3798,"This is a verse from the Holy Quran
""""Peace and salutation to Noah among the nations!""""
 where its mention in the Holy quran?",(Quran 37:79)
3799,"This is a verse from the Holy Quran
""Thus indeed do we reward those who do right.""
 where its mention in the Holy quran?",(Quran 37:80)
3800,"This is a verse from the Holy Quran
""For he was one of our believing Servants.""
 where its mention in the Holy quran?",(Quran 37:81)
3801,"This is a verse from the Holy Quran
""Then the rest we overwhelmed in the Flood.""
 where its mention in the Holy quran?",(Quran 37:82)
3802,"This is a verse from the Holy Quran
""Verily among those who followed his Way was Abraham.""
 where its mention in the Holy quran?",(Quran 37:83)
3803,"This is a verse from the Holy Quran
""Behold! he approached his Lord with a sound heart.""
 where its mention in the Holy quran?",(Quran 37:84)
3804,"This is a verse from the Holy Quran
""Behold! he said to his father and to his people""
 where its mention in the Holy quran?",(Quran 37:85)
3805,"This is a verse from the Holy Quran
""""Is it a falsehood- gods other than Allah- that ye desire?""
 where its mention in the Holy quran?",(Quran 37:86)
3806,"This is a verse from the Holy Quran
""""Then what is your idea about the Lord of the worlds?""""
 where its mention in the Holy quran?",(Quran 37:87)
3807,"This is a verse from the Holy Quran
""Then did he cast a glance at the Stars.""
 where its mention in the Holy quran?",(Quran 37:88)
3808,"This is a verse from the Holy Quran
""And he said""
 where its mention in the Holy quran?",(Quran 37:89)
3809,"This is a verse from the Holy Quran
""So they turned away from him""
 where its mention in the Holy quran?",(Quran 37:90)
3810,"This is a verse from the Holy Quran
""Then did he turn to their gods and said""
 where its mention in the Holy quran?",(Quran 37:91)
3811,"This is a verse from the Holy Quran
""""What is the matter with you that ye speak not (intelligently)?""""
 where its mention in the Holy quran?",(Quran 37:92)
3812,"This is a verse from the Holy Quran
""Then did he turn upon them""
 where its mention in the Holy quran?",(Quran 37:93)
3813,"This is a verse from the Holy Quran
""Then came (the worshippers) with hurried steps""
 where its mention in the Holy quran?",(Quran 37:94)
3814,"This is a verse from the Holy Quran
""He said: ""Worship ye that which ye have (yourselves) carved?""
 where its mention in the Holy quran?",(Quran 37:95)
3815,"This is a verse from the Holy Quran
""""But Allah has created you and your handwork!""""
 where its mention in the Holy quran?",(Quran 37:96)
3816,"This is a verse from the Holy Quran
""They said""
 where its mention in the Holy quran?",(Quran 37:97)
3817,"This is a verse from the Holy Quran
""(This failing)""
 where its mention in the Holy quran?",(Quran 37:98)
3818,"This is a verse from the Holy Quran
""He said: ""I will go to my Lord! He will surely guide me!""
 where its mention in the Holy quran?",(Quran 37:99)
3819,"This is a verse from the Holy Quran
""""O my Lord! Grant me a righteous (son)!""""
 where its mention in the Holy quran?",(Quran 37:100)
3820,"This is a verse from the Holy Quran
""So We gave him the good news of a boy ready to suffer and forbear.""
 where its mention in the Holy quran?",(Quran 37:101)
3821,"This is a verse from the Holy Quran
""Then""
 where its mention in the Holy quran?",(Quran 37:102)
3822,"This is a verse from the Holy Quran
""So when they had both submitted their wills (to Allah)""
 where its mention in the Holy quran?",(Quran 37:103)
3823,"This is a verse from the Holy Quran
""We called out to him ""O Abraham!""
 where its mention in the Holy quran?",(Quran 37:104)
3824,"This is a verse from the Holy Quran
""""Thou hast already fulfilled the vision!"" - thus indeed do We reward those who do right.""
 where its mention in the Holy quran?",(Quran 37:105)
3825,"This is a verse from the Holy Quran
""For this was obviously a trial-""
 where its mention in the Holy quran?",(Quran 37:106)
3826,"This is a verse from the Holy Quran
""And We ransomed him with a momentous sacrifice:""
 where its mention in the Holy quran?",(Quran 37:107)
3827,"This is a verse from the Holy Quran
""And We left (this blessing) for him among generations (to come) in later times:""
 where its mention in the Holy quran?",(Quran 37:108)
3828,"This is a verse from the Holy Quran
""""Peace and salutation to Abraham!""""
 where its mention in the Holy quran?",(Quran 37:109)
3829,"This is a verse from the Holy Quran
""Thus indeed do We reward those who do right.""
 where its mention in the Holy quran?",(Quran 37:110)
3830,"This is a verse from the Holy Quran
""For he was one of our believing Servants.""
 where its mention in the Holy quran?",(Quran 37:111)
3831,"This is a verse from the Holy Quran
""And We gave him the good news of Isaac - a prophet""
 where its mention in the Holy quran?",(Quran 37:112)
3832,"This is a verse from the Holy Quran
""We blessed him and Isaac: but of their progeny are (some) that do right""
 where its mention in the Holy quran?",(Quran 37:113)
3833,"This is a verse from the Holy Quran
""Again (of old) We bestowed Our favour on Moses and Aaron""
 where its mention in the Holy quran?",(Quran 37:114)
3834,"This is a verse from the Holy Quran
""And We delivered them and their people from (their) Great Calamity;""
 where its mention in the Holy quran?",(Quran 37:115)
3835,"This is a verse from the Holy Quran
""And We helped them""
 where its mention in the Holy quran?",(Quran 37:116)
3836,"This is a verse from the Holy Quran
""And We gave them the Book which helps to make things clear;""
 where its mention in the Holy quran?",(Quran 37:117)
3837,"This is a verse from the Holy Quran
""And We guided them to the Straight Way.""
 where its mention in the Holy quran?",(Quran 37:118)
3838,"This is a verse from the Holy Quran
""And We left (this blessing) for them among generations (to come) in later times:""
 where its mention in the Holy quran?",(Quran 37:119)
3839,"This is a verse from the Holy Quran
""""Peace and salutation to Moses and Aaron!""""
 where its mention in the Holy quran?",(Quran 37:120)
3840,"This is a verse from the Holy Quran
""Thus indeed do We reward those who do right.""
 where its mention in the Holy quran?",(Quran 37:121)
3841,"This is a verse from the Holy Quran
""For they were two of our believing Servants.""
 where its mention in the Holy quran?",(Quran 37:122)
3842,"This is a verse from the Holy Quran
""So also was Elias among those sent (by Us).""
 where its mention in the Holy quran?",(Quran 37:123)
3843,"This is a verse from the Holy Quran
""Behold""
 where its mention in the Holy quran?",(Quran 37:124)
3844,"This is a verse from the Holy Quran
""""Will ye call upon Baal and forsake the Best of Creators""
 where its mention in the Holy quran?",(Quran 37:125)
3845,"This is a verse from the Holy Quran
""""Allah""
 where its mention in the Holy quran?",(Quran 37:126)
3846,"This is a verse from the Holy Quran
""But they rejected him""
 where its mention in the Holy quran?",(Quran 37:127)
3847,"This is a verse from the Holy Quran
""Except the sincere and devoted Servants of Allah (among them).""
 where its mention in the Holy quran?",(Quran 37:128)
3848,"This is a verse from the Holy Quran
""And We left (this blessing) for him among generations (to come) in later times:""
 where its mention in the Holy quran?",(Quran 37:129)
3849,"This is a verse from the Holy Quran
""""Peace and salutation to such as Elias!""""
 where its mention in the Holy quran?",(Quran 37:130)
3850,"This is a verse from the Holy Quran
""Thus indeed do We reward those who do right.""
 where its mention in the Holy quran?",(Quran 37:131)
3851,"This is a verse from the Holy Quran
""For he was one of our believing Servants.""
 where its mention in the Holy quran?",(Quran 37:132)
3852,"This is a verse from the Holy Quran
""So also was Lut among those sent (by Us).""
 where its mention in the Holy quran?",(Quran 37:133)
3853,"This is a verse from the Holy Quran
""Behold""
 where its mention in the Holy quran?",(Quran 37:134)
3854,"This is a verse from the Holy Quran
""Except an old woman who was among those who lagged behind:""
 where its mention in the Holy quran?",(Quran 37:135)
3855,"This is a verse from the Holy Quran
""Then We destroyed the rest.""
 where its mention in the Holy quran?",(Quran 37:136)
3856,"This is a verse from the Holy Quran
""Verily""
 where its mention in the Holy quran?",(Quran 37:137)
3857,"This is a verse from the Holy Quran
""And by night: will ye not understand?""
 where its mention in the Holy quran?",(Quran 37:138)
3858,"This is a verse from the Holy Quran
""So also was Jonah among those sent (by Us).""
 where its mention in the Holy quran?",(Quran 37:139)
3859,"This is a verse from the Holy Quran
""When he ran away (like a slave from captivity) to the ship (fully) laden""
 where its mention in the Holy quran?",(Quran 37:140)
3860,"This is a verse from the Holy Quran
""He (agreed to) cast lots""
 where its mention in the Holy quran?",(Quran 37:141)
3861,"This is a verse from the Holy Quran
""Then the big Fish did swallow him""
 where its mention in the Holy quran?",(Quran 37:142)
3862,"This is a verse from the Holy Quran
""Had it not been that he (repented and) glorified Allah""
 where its mention in the Holy quran?",(Quran 37:143)
3863,"This is a verse from the Holy Quran
""He would certainly have remained inside the Fish till the Day of Resurrection.""
 where its mention in the Holy quran?",(Quran 37:144)
3864,"This is a verse from the Holy Quran
""But We cast him forth on the naked shore in a state of sickness""
 where its mention in the Holy quran?",(Quran 37:145)
3865,"This is a verse from the Holy Quran
""And We caused to grow""
 where its mention in the Holy quran?",(Quran 37:146)
3866,"This is a verse from the Holy Quran
""And We sent him (on a mission) to a hundred thousand (men) or more.""
 where its mention in the Holy quran?",(Quran 37:147)
3867,"This is a verse from the Holy Quran
""And they believed; so We permitted them to enjoy (their life) for a while.""
 where its mention in the Holy quran?",(Quran 37:148)
3868,"This is a verse from the Holy Quran
""Now ask them their opinion: Is it that thy Lord has (only) daughters""
 where its mention in the Holy quran?",(Quran 37:149)
3869,"This is a verse from the Holy Quran
""Or that We created the angels female""
 where its mention in the Holy quran?",(Quran 37:150)
3870,"This is a verse from the Holy Quran
""Is it not that they say""
 where its mention in the Holy quran?",(Quran 37:151)
3871,"This is a verse from the Holy Quran
""""Allah has begotten children""? but they are liars!""
 where its mention in the Holy quran?",(Quran 37:152)
3872,"This is a verse from the Holy Quran
""Did He (then) choose daughters rather than sons?""
 where its mention in the Holy quran?",(Quran 37:153)
3873,"This is a verse from the Holy Quran
""What is the matter with you? How judge ye?""
 where its mention in the Holy quran?",(Quran 37:154)
3874,"This is a verse from the Holy Quran
""Will ye not then receive admonition?""
 where its mention in the Holy quran?",(Quran 37:155)
3875,"This is a verse from the Holy Quran
""Or have ye an authority manifest?""
 where its mention in the Holy quran?",(Quran 37:156)
3876,"This is a verse from the Holy Quran
""Then bring ye your Book (of authority) if ye be truthful!""
 where its mention in the Holy quran?",(Quran 37:157)
3877,"This is a verse from the Holy Quran
""And they have invented a blood-relationship between Him and the Jinns: but the Jinns know (quite well) that they have indeed to appear (before his Judgment-Seat)!""
 where its mention in the Holy quran?",(Quran 37:158)
3878,"This is a verse from the Holy Quran
""Glory to Allah! (He is free) from the things they ascribe (to Him)!""
 where its mention in the Holy quran?",(Quran 37:159)
3879,"This is a verse from the Holy Quran
""Not (so do) the Servants of Allah""
 where its mention in the Holy quran?",(Quran 37:160)
3880,"This is a verse from the Holy Quran
""For""
 where its mention in the Holy quran?",(Quran 37:161)
3881,"This is a verse from the Holy Quran
""Can lead (any) into temptation concerning Allah""
 where its mention in the Holy quran?",(Quran 37:162)
3882,"This is a verse from the Holy Quran
""Except such as are (themselves) going to the blazing Fire!""
 where its mention in the Holy quran?",(Quran 37:163)
3883,"This is a verse from the Holy Quran
""(Those ranged in ranks say): ""Not one of us but has a place appointed;""
 where its mention in the Holy quran?",(Quran 37:164)
3884,"This is a verse from the Holy Quran
""""And we are verily ranged in ranks (for service);""
 where its mention in the Holy quran?",(Quran 37:165)
3885,"This is a verse from the Holy Quran
""""And we are verily those who declare (Allah�s) glory!""""
 where its mention in the Holy quran?",(Quran 37:166)
3886,"This is a verse from the Holy Quran
""And there were those who said""
 where its mention in the Holy quran?",(Quran 37:167)
3887,"This is a verse from the Holy Quran
""""If only we had had before us a Message from those of old""
 where its mention in the Holy quran?",(Quran 37:168)
3888,"This is a verse from the Holy Quran
""""We should certainly have been Servants of Allah""
 where its mention in the Holy quran?",(Quran 37:169)
3889,"This is a verse from the Holy Quran
""But (now that the Qur�an has come)""
 where its mention in the Holy quran?",(Quran 37:170)
3890,"This is a verse from the Holy Quran
""Already has Our Word been passed before (this) to our Servants sent (by Us)""
 where its mention in the Holy quran?",(Quran 37:171)
3891,"This is a verse from the Holy Quran
""That they would certainly be assisted""
 where its mention in the Holy quran?",(Quran 37:172)
3892,"This is a verse from the Holy Quran
""And that Our forces""
 where its mention in the Holy quran?",(Quran 37:173)
3893,"This is a verse from the Holy Quran
""So turn thou away from them for a little while""
 where its mention in the Holy quran?",(Quran 37:174)
3894,"This is a verse from the Holy Quran
""And watch them (how they fare)""
 where its mention in the Holy quran?",(Quran 37:175)
3895,"This is a verse from the Holy Quran
""Do they wish (indeed) to hurry on our Punishment?""
 where its mention in the Holy quran?",(Quran 37:176)
3896,"This is a verse from the Holy Quran
""But when it descends into the open space before them""
 where its mention in the Holy quran?",(Quran 37:177)
3897,"This is a verse from the Holy Quran
""So turn thou away from them for a little while""
 where its mention in the Holy quran?",(Quran 37:178)
3898,"This is a verse from the Holy Quran
""And watch (how they fare) and they soon shall see (how thou farest)!""
 where its mention in the Holy quran?",(Quran 37:179)
3899,"This is a verse from the Holy Quran
""Glory to thy Lord""
 where its mention in the Holy quran?",(Quran 37:180)
3900,"This is a verse from the Holy Quran
""And Peace on the messengers!""
 where its mention in the Holy quran?",(Quran 37:181)
3901,"This is a verse from the Holy Quran
""And Praise to Allah""
 where its mention in the Holy quran?",(Quran 37:182)
3902,"This is a verse from the Holy Quran
""Sad: By the Qur�an""
 where its mention in the Holy quran?",(Quran 38:1)
3903,"This is a verse from the Holy Quran
""But the Unbelievers (are steeped) in self-glory and Separatism.""
 where its mention in the Holy quran?",(Quran 38:2)
3904,"This is a verse from the Holy Quran
""How many generations before them did We destroy? In the end they cried (for mercy)- when there was no longer time for being saved!""
 where its mention in the Holy quran?",(Quran 38:3)
3905,"This is a verse from the Holy Quran
""So they wonder that a Warner has come to them from among themselves! and the Unbelievers say""
 where its mention in the Holy quran?",(Quran 38:4)
3906,"This is a verse from the Holy Quran
""""Has he made the gods (all) into one Allah? Truly this is a wonderful thing!""""
 where its mention in the Holy quran?",(Quran 38:5)
3907,"This is a verse from the Holy Quran
""And the leader among them go away (impatiently)""
 where its mention in the Holy quran?",(Quran 38:6)
3908,"This is a verse from the Holy Quran
""""We never heard (the like) of this among the people of these latter days: this is nothing but a made-up tale!""""
 where its mention in the Holy quran?",(Quran 38:7)
3909,"This is a verse from the Holy Quran
""""What! has the Message been sent to him - (Of all persons) among us?""...but they are in doubt concerning My (Own) Message! Nay""
 where its mention in the Holy quran?",(Quran 38:8)
3910,"This is a verse from the Holy Quran
""Or have they the treasures of the mercy of thy Lord""
 where its mention in the Holy quran?",(Quran 38:9)
3911,"This is a verse from the Holy Quran
""Or have they the dominion of the heavens and the earth and all between? If so""
 where its mention in the Holy quran?",(Quran 38:10)
3912,"This is a verse from the Holy Quran
""But there - will be put to flight even a host of confederates.""
 where its mention in the Holy quran?",(Quran 38:11)
3913,"This is a verse from the Holy Quran
""Before them (were many who) rejected messengers""
 where its mention in the Holy quran?",(Quran 38:12)
3914,"This is a verse from the Holy Quran
""And Thamud""
 where its mention in the Holy quran?",(Quran 38:13)
3915,"This is a verse from the Holy Quran
""Not one (of them) but rejected the messengers""
 where its mention in the Holy quran?",(Quran 38:14)
3916,"This is a verse from the Holy Quran
""These (today) only wait for a single mighty Blast""
 where its mention in the Holy quran?",(Quran 38:15)
3917,"This is a verse from the Holy Quran
""They say: ""Our Lord! hasten to us our sentence (even) before the Day of Account!""""
 where its mention in the Holy quran?",(Quran 38:16)
3918,"This is a verse from the Holy Quran
""Have patience at what they say""
 where its mention in the Holy quran?",(Quran 38:17)
3919,"This is a verse from the Holy Quran
""It was We that made the hills declare""
 where its mention in the Holy quran?",(Quran 38:18)
3920,"This is a verse from the Holy Quran
""And the birds gathered (in assemblies): all with him did turn (to Allah).""
 where its mention in the Holy quran?",(Quran 38:19)
3921,"This is a verse from the Holy Quran
""We strengthened his kingdom""
 where its mention in the Holy quran?",(Quran 38:20)
3922,"This is a verse from the Holy Quran
""Has the Story of the Disputants reached thee? Behold""
 where its mention in the Holy quran?",(Quran 38:21)
3923,"This is a verse from the Holy Quran
""When they entered the presence of David""
 where its mention in the Holy quran?",(Quran 38:22)
3924,"This is a verse from the Holy Quran
""""This man is my brother: He has nine and ninety ewes""
 where its mention in the Holy quran?",(Quran 38:23)
3925,"This is a verse from the Holy Quran
""(David) said: ""He has undoubtedly wronged thee in demanding thy (single) ewe to be added to his (flock of) ewes: truly many are the partners (in business) who wrong each other: Not so do those who believe and work deeds of righteousness""
 where its mention in the Holy quran?",(Quran 38:24)
3926,"This is a verse from the Holy Quran
""So We forgave him this (lapse): he enjoyed""
 where its mention in the Holy quran?",(Quran 38:25)
3927,"This is a verse from the Holy Quran
""O David! We did indeed make thee a vicegerent on earth: so judge thou between men in truth (and justice): Nor follow thou the lusts (of thy heart)""
 where its mention in the Holy quran?",(Quran 38:26)
3928,"This is a verse from the Holy Quran
""Not without purpose did We create heaven and earth and all between! that were the thought of Unbelievers! but woe to the Unbelievers because of the Fire (of Hell)!""
 where its mention in the Holy quran?",(Quran 38:27)
3929,"This is a verse from the Holy Quran
""Shall We treat those who believe and work deeds of righteousness""
 where its mention in the Holy quran?",(Quran 38:28)
3930,"This is a verse from the Holy Quran
""(Here is) a Book which We have sent down unto thee""
 where its mention in the Holy quran?",(Quran 38:29)
3931,"This is a verse from the Holy Quran
""To David We gave Solomon (for a son)""
 where its mention in the Holy quran?",(Quran 38:30)
3932,"This is a verse from the Holy Quran
""Behold""
 where its mention in the Holy quran?",(Quran 38:31)
3933,"This is a verse from the Holy Quran
""And he said""
 where its mention in the Holy quran?",(Quran 38:32)
3934,"This is a verse from the Holy Quran
""And We did try Solomon: We placed on his throne a body (without life); but he did turn (to Us in true devotion):""
 where its mention in the Holy quran?",(Quran 38:34)
3935,"This is a verse from the Holy Quran
""He said""
 where its mention in the Holy quran?",(Quran 38:35)
3936,"This is a verse from the Holy Quran
""Then We subjected the wind to his power""
 where its mention in the Holy quran?",(Quran 38:36)
3937,"This is a verse from the Holy Quran
""As also the evil ones""
 where its mention in the Holy quran?",(Quran 38:37)
3938,"This is a verse from the Holy Quran
""As also others bound together in fetters.""
 where its mention in the Holy quran?",(Quran 38:38)
3939,"This is a verse from the Holy Quran
""""Such are Our Bounties: whether thou bestow them (on others) or withhold them""
 where its mention in the Holy quran?",(Quran 38:39)
3940,"This is a verse from the Holy Quran
""And he enjoyed""
 where its mention in the Holy quran?",(Quran 38:40)
3941,"This is a verse from the Holy Quran
""Commemorate Our Servant Job. Behold he cried to his Lord: ""The Evil One has afflicted me with distress and suffering!""""
 where its mention in the Holy quran?",(Quran 38:41)
3942,"This is a verse from the Holy Quran
""(The command was given:) ""Strike with thy foot: here is (water) wherein to wash""
 where its mention in the Holy quran?",(Quran 38:42)
3943,"This is a verse from the Holy Quran
""And We gave him (back) his people""
 where its mention in the Holy quran?",(Quran 38:43)
3944,"This is a verse from the Holy Quran
""""And take in thy hand a little grass""
 where its mention in the Holy quran?",(Quran 38:44)
3945,"This is a verse from the Holy Quran
""And commemorate Our Servants Abraham""
 where its mention in the Holy quran?",(Quran 38:45)
3946,"This is a verse from the Holy Quran
""Verily We did choose them for a special (purpose)- proclaiming the Message of the Hereafter.""
 where its mention in the Holy quran?",(Quran 38:46)
3947,"This is a verse from the Holy Quran
""They were""
 where its mention in the Holy quran?",(Quran 38:47)
3948,"This is a verse from the Holy Quran
""And commemorate Isma�il""
 where its mention in the Holy quran?",(Quran 38:48)
3949,"This is a verse from the Holy Quran
""This is a Message (of admonition): and verily""
 where its mention in the Holy quran?",(Quran 38:49)
3950,"This is a verse from the Holy Quran
""Gardens of Eternity""
 where its mention in the Holy quran?",(Quran 38:50)
3951,"This is a verse from the Holy Quran
""Therein will they recline (at ease): Therein can they call (at pleasure) for fruit in abundance""
 where its mention in the Holy quran?",(Quran 38:51)
3952,"This is a verse from the Holy Quran
""And beside them will be chaste women restraining their glances""
 where its mention in the Holy quran?",(Quran 38:52)
3953,"This is a verse from the Holy Quran
""Such is the Promise made""
 where its mention in the Holy quran?",(Quran 38:53)
3954,"This is a verse from the Holy Quran
""Truly such will be Our Bounty (to you); it will never fail;-""
 where its mention in the Holy quran?",(Quran 38:54)
3955,"This is a verse from the Holy Quran
""Yea""
 where its mention in the Holy quran?",(Quran 38:55)
3956,"This is a verse from the Holy Quran
""Hell!- they will burn therein""
 where its mention in the Holy quran?",(Quran 38:56)
3957,"This is a verse from the Holy Quran
""Yea""
 where its mention in the Holy quran?",(Quran 38:57)
3958,"This is a verse from the Holy Quran
""And other Penalties of a similar kind""
 where its mention in the Holy quran?",(Quran 38:58)
3959,"This is a verse from the Holy Quran
""Here is a troop rushing headlong with you! No welcome for them! truly""
 where its mention in the Holy quran?",(Quran 38:59)
3960,"This is a verse from the Holy Quran
""(The followers shall cry to the misleaders:) ""Nay""
 where its mention in the Holy quran?",(Quran 38:60)
3961,"This is a verse from the Holy Quran
""They will say: ""Our Lord! whoever brought this upon us""
 where its mention in the Holy quran?",(Quran 38:61)
