grief,"""grief""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(6:33), (26:3), "
grief:,"""grief:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(21:103), "
grieve,"""grieve""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:176), (3:186), (5:41), (10:65), (11:36), (27:70), "
grieves,"""grieves""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(9:128), "
grievous,"""grievous""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:10), (4:138), (11:26), (11:102), (15:50), (20:101), (20:127), (26:201), (27:5), (33:8), (61:10), (71:1), "
ground,"""ground""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:153), (5:68), (23:50), "
ground).,"""ground).""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(54:20), "
ground?,"""ground?""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(56:63), "
group,"""group""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:60), (4:90), (8:58), "
groves,"""groves""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(36:56), "
grow,"""grow""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:37), (3:178), (23:19), (37:146), (56:64), (56:72), (80:3), (80:7), "
grow),"""grow)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(67:23), "
groweth,"""groweth""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:61), (2:261), "
growing,"""growing""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(71:17), "
grows),"""grows)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(10:24), "
growth,"""growth""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(18:8), "
growth?,"""growth?""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(78:16), "
grudgingly,"""grudgingly""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(81:24), "
guard,"""guard""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:48), (2:123), (6:51), (10:63), (12:55), (19:63), (21:43), (23:9), (24:30), (24:31), (37:7), (47:36), (70:29), (70:34), "
guarded,"""guarded""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:103), (15:17), (19:72), (21:91), "
guarded.,"""guarded.""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(37:49), "
guarded:,"""guarded:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(21:32), "
guarding,"""guarding""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(50:4), "
guards,"""guards""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(72:8), "
guests,"""guests""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(15:51), (54:37), "
guests:,"""guests:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(15:68), "
guidance,"""guidance""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:2), (2:5), (2:70), (2:144), (3:73), (3:96), (4:115), (5:44), (5:105), (6:88), (6:88), (6:90), (6:91), (7:186), (7:193), (7:198), (9:33), (10:35), (10:35), (10:108), (16:37), (17:15), (19:76), (27:92), (28:37), (28:57), (31:5), (43:24), (72:2), "
guidance.,"""guidance.""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(6:117), (10:45), "
"guidance.""","""guidance.""""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(27:41), "
guidance:,"""guidance:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(6:90), (19:76), (23:27), "
guidance;,"""guidance;""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(87:3), "
guidance?,"""guidance?""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:170), (5:104), "
guide,"""guide""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(4:88), (6:125), (7:159), (7:178), (10:25), (10:43), (16:16), (16:107), (17:9), (19:43), (22:16), (25:31), (26:62), (27:81), (28:56), (32:23), (37:99), (39:37), (47:5), (48:2), (79:19), (92:12), "
guide:,"""guide:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(27:2), "
guided,"""guided""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:53), (2:135), (9:115), (14:12), (17:84), (22:24), (22:24), (27:41), (37:118), (39:57), "
guided:,"""guided:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(6:84), (7:30), "
guides,"""guides""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:86), (17:97), (24:46), (39:3), (63:6), "
guideth,"""guideth""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:142), (5:16), (5:51), "
guilt.,"""guilt.""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(26:99), "
guiltless!....and,"""guiltless!....and""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(12:32), "
guilty,"""guilty""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(4:15), (4:16), (5:107), (24:2), (24:3), (24:3), (27:69), (32:12), (33:30), (44:37), "
guilty),"""guilty)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(9:118), "
gulps,"""gulps""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(14:17), "
gush,"""gush""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:74), (54:12), "
gushed,"""gushed""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:60), "
gushing,"""gushing""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(86:12), "
habit,"""habit""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(51:17), "
habitations,"""habitations""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(7:74), (16:80), "
habitations);,"""habitations);""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(81:5), "
had,"""had""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:33), (2:59), (2:103), (2:167), (3:66), (3:86), (3:123), (4:9), (4:39), (4:54), (4:66), (4:160), (5:23), (5:65), (5:66), (5:75), (5:81), (6:6), (6:7), (6:9), (6:44), (6:148), (6:149), (6:157), (7:52), (7:92), (7:92), (7:96), (7:101), (7:129), (7:135), (7:162), (7:165), (7:176), (7:188), (8:43), (9:42), (9:46), (9:47), (9:48), (9:59), (9:66), (9:114), (10:16), (10:45), (10:81), (10:81), (10:99), (11:68), (11:74), (11:74), (11:80), (11:95), (11:118), (12:45), (12:54), (12:59), (12:62), (12:68), (12:70), (15:4), (16:35), (17:42), (17:73), (17:74), (17:100), (18:34), (18:43), (18:62), (18:101), (19:23), (19:23), (19:49), (20:90), (20:91), (20:115), (20:134), (21:17), (21:99), (23:24), (23:71), (23:75), (23:115), (25:28), (25:29), (26:102), (26:199), (27:10), (27:40), (27:43), (28:29), (28:31), (28:43), (28:59), (28:67), (28:78), (28:79), (28:80), (28:81), (28:82), (29:26), (29:53), (32:13), (33:37), (34:18), (34:21), (34:32), (34:33), (34:44), (34:45), (36:52), (36:66), (36:67), (37:30), (37:51), (37:103), (37:168), (37:168), (39:47), (39:57), (39:58), (40:48), (42:8), (43:81), (45:17), (46:26), (46:26), (49:5), (50:28), (54:14), (59:3), (59:3), (69:26), (69:27), (72:16), (79:38), (79:40), (79:40), (83:33), (89:24), (100:11), "
had),"""had)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(28:47), "
had.,"""had.""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(7:138), "
hadst,"""hadst""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(8:63), (28:86), "
hair,"""hair""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(20:94), "
ham-string,"""ham-string""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(11:65), "
ham-strung,"""ham-strung""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(7:77), (26:157), "
hamlet,"""hamlet""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:259), "
hand,"""hand""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:73), (3:198), (5:28), (5:64), (7:108), (17:29), (17:71), (20:17), (20:22), (26:33), (26:130), (27:12), (28:32), (33:50), (37:28), (38:44), (40:29), (69:19), (69:25), (69:45), (84:7), "
hand-hold,"""hand-hold""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:256), "
hand:,"""hand:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(20:68), (20:69), "
handful,"""handful""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(8:17), (20:96), "
handiwork,"""handiwork""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(30:30), "
handiwork),"""handiwork)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(56:73), "
hands,"""hands""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:79), (3:182), (4:77), (5:11), (5:64), (5:94), (7:124), (7:195), (8:51), (11:70), (13:14), (16:71), (22:10), (23:88), (24:58), (25:27), (30:28), (30:41), (36:35), (36:65), (36:71), (36:83), (48:24), (48:24), (52:41), (67:1), (68:47), (70:30), (80:15), (111:1), "
hands:,"""hands:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(8:35), (8:70), (48:10), (57:12), "
hands?,"""hands?""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(38:75), "
handsome,"""handsome""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(20:86), "
"handwork!""","""handwork!""""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(37:96), "
hang,"""hang""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(69:23), "
happen,"""happen""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(57:22), "
happened,"""happened""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(10:102), (12:102), (20:99), (38:62), "
happened),"""happened)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(18:63), "
happens,"""happens""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(42:30), "
happens),"""happens)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(4:92), "
hard,"""hard""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:142), (6:35), (9:73), (14:6), (66:9), "
hardened:,"""hardened:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:74), "
hardness.,"""hardness.""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:74), "
hardships,"""hardships""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(4:104), "
harm,"""harm""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:111), (3:174), (3:176), (7:188), (10:49), (26:156), (72:21), "
harm),"""harm)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(15:59), "
"harm?""","""harm?""""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(26:73), "
harms,"""harms""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:182), "
harsh-hearted,"""harsh-hearted""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:159), "
harshness,"""harshness""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(4:19), "
harshness),"""harshness)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(107:2), "
harvest,"""harvest""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:117), "
harvests,"""harvests""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(12:47), "
has,"""has""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:10), (2:22), (3:7), (3:13), (3:30), (3:118), (4:115), (4:140), (5:84), (10:31), (12:78), (12:91), (13:2), (14:26), (15:54), (16:3), (16:4), (16:5), (16:8), (16:12), (16:13), (16:14), (16:15), (16:51), (16:71), (16:72), (16:75), (16:92), (16:99), (16:114), (16:115), (17:33), (17:81), (17:108), (18:27), (18:95), (19:88), (20:48), (20:53), (20:85), (20:109), (21:26), (21:94), (21:101), (21:108), (22:54), (22:60), (22:65), (23:78), (23:79), (24:45), (24:45), (24:55), (25:2), (25:4), (25:8), (25:53), (25:54), (25:54), (25:54), (25:71), (26:21), (26:27), (26:133), (26:155), (26:166), (27:23), (27:24), (27:69), (28:73), (28:78), (28:79), (29:20), (29:61), (30:2), (30:30), (30:40), (30:41), (30:50), (31:20), (31:21), (31:29), (32:4), (32:7), (32:7), (33:4), (33:4), (33:4), (33:8), (33:38), (33:44), (33:50), (33:57), (33:64), (33:73), (34:6), (34:49), (35:35), (35:38), (35:39), (36:27), (36:27), (37:31), (37:37), (37:96), (37:149), (37:152), (37:164), (37:170), (37:171), (38:4), (38:8), (38:23), (38:24), (38:41), (38:62), (38:70), (39:22), (39:23), (39:42), (39:65), (40:61), (40:64), (40:67), (40:85), (41:43), (42:11), (42:13), (42:16), (42:17), (42:19), (43:8), (43:12), (43:16), (43:88), (45:12), (45:13), (45:23), (47:6), (47:9), (47:23), (47:23), (48:20), (48:23), (48:24), (48:28), (49:16), (50:2), (50:37), (52:27), (52:39), (54:3), (55:2), (55:3), (55:4), (55:7), (55:10), (55:19), (55:74), (57:2), (57:16), (58:1), (58:4), (58:6), (58:15), (58:19), (58:19), (58:21), (59:6), (59:6), (59:7), (60:7), (61:9), (62:2), (63:11), (64:2), (64:3), (65:10), (65:12), (66:1), (66:2), (67:15), (67:23), (67:24), (69:28), (69:29), (71:14), (71:15), (71:17), (71:19), (72:1), (72:3), (72:27), (74:16), (79:17), (81:14), (82:6), (84:23), (86:4), (99:7), (99:8), "
hast,"""hast""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(1:7), (2:71), (3:53), (7:16), (7:106), (10:88), (11:32), (11:46), (11:53), (11:62), (11:91), (12:101), (15:7), (15:39), (17:28), (17:36), (17:62), (20:68), (20:125), (23:28), (27:22), (27:27), (28:17), (29:8), (31:15), (33:50), (37:105), (40:11), "
haste,"""haste""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(19:84), (70:43), (75:16), (90:11), "
haste:,"""haste:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(21:37), "
hasten,"""hasten""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(10:11), (10:11), (13:6), (15:24), (20:45), (21:37), (22:47), (23:43), (23:56), (23:61), (27:46), (27:72), (29:53), (29:54), (38:16), (42:18), "
hastened,"""hastened""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(6:58), (26:204), "
"hastened!""","""hastened!""""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(51:14), "
hastens,"""hastens""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:203), "
hate,"""hate""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(16:62), (19:46), (47:9), "
hated,"""hated""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(9:81), "
hateful,"""hateful""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(17:38), "
hateth,"""hateth""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(108:3), "
hath,"""hath""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:7), (2:29), (2:116), (2:134), (2:141), (2:142), (2:170), (2:173), (2:247), (2:256), (3:42), (3:47), (3:47), (3:117), (3:140), (3:181), (3:189), (3:195), (4:29), (4:45), (4:52), (4:54), (4:61), (4:88), (4:88), (4:88), (4:127), (4:166), (4:166), (4:170), (4:174), (5:9), (5:15), (5:17), (5:19), (5:21), (5:47), (5:47), (5:49), (5:67), (5:85), (5:87), (5:88), (5:104), (6:12), (6:19), (6:37), (6:65), (6:98), (6:101), (6:114), (6:118), (6:119), (6:121), (6:134), (6:136), (6:142), (6:163), (6:165), (7:29), (7:30), (7:32), (7:33), (7:50), (7:63), (7:69), (7:75), (7:185), (8:53), (8:63), (8:67), (9:33), (9:68), (9:72), (9:77), (9:89), (9:111), (9:115), (9:128), (10:21), (10:54), (10:57), (10:59), (10:67), (10:68), (10:77), (10:96), (10:108), (11:10), (11:63), (11:76), (11:119), (12:30), (13:1), (13:19), (13:21), (13:36), (13:37), (14:32), (14:33), (17:23), (18:2), (19:24), (19:30), (19:31), (19:32), (19:43), (19:43), (36:52), (41:21), (52:18), (53:47), (67:1), (69:35), (69:36), (79:27), (79:28), (79:32), (80:17), (80:18), (80:19), (80:23), (80:23), (82:5), (87:2), (87:3), (90:11), (93:3), "
hath),"""hath)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(82:5), "
hatred,"""hatred""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:118), (5:91), (41:34), (43:78), "
haughty,"""haughty""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(38:74), "
haughty;,"""haughty;""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(74:23), "
haughty?,"""haughty?""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(38:75), "
have,"""have""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:16), (2:23), (2:54), (2:63), (2:82), (2:90), (2:93), (2:99), (2:107), (2:109), (2:113), (2:113), (2:119), (2:121), (2:151), (2:151), (2:159), (2:172), (2:200), (2:202), (2:209), (2:211), (2:254), (2:257), (2:266), (2:267), (3:22), (3:23), (3:40), (3:47), (3:50), (3:66), (3:80), (3:83), (3:117), (3:118), (3:137), (3:143), (3:147), (3:178), (3:185), (3:185), (3:188), (3:193), (4:9), (4:9), (4:21), (4:25), (4:47), (4:60), (4:67), (4:68), (4:81), (4:105), (4:121), (4:131), (4:151), (4:155), (4:163), (4:164), (4:164), (4:174), (5:4), (5:25), (5:44), (5:68), (5:80), (5:84), (5:111), (6:20), (6:20), (6:25), (6:51), (6:92), (6:94), (6:94), (6:101), (6:104), (6:123), (6:155), (6:160), (7:4), (7:10), (7:15), (7:23), (7:26), (7:30), (7:39), (7:44), (7:59), (7:71), (7:71), (7:87), (7:105), (7:123), (7:129), (7:144), (7:173), (7:179), (7:179), (7:181), (7:188), (8:3), (8:4), (8:34), (8:67), (8:71), (9:4), (9:4), (9:9), (9:10), (9:66), (9:102), (9:102), (9:116), (10:2), (10:11), (10:24), (10:27), (10:27), (10:27), (10:49), (10:68), (10:94), (11:21), (11:21), (11:25), (11:28), (11:36), (11:54), (11:63), (11:79), (11:88), (12:2), (12:49), (12:82), (12:103), (13:6), (13:30), (13:30), (13:36), (13:37), (14:1), (14:12), (14:28), (14:31), (14:36), (14:37), (15:9), (15:13), (15:15), (15:16), (15:17), (15:19), (15:20), (15:29), (15:42), (15:58), (15:64), (15:87), (15:88), (16:6), (16:31), (16:40), (16:44), (16:53), (16:55), (16:75), (16:91), (17:12), (17:12), (17:13), (17:17), (17:21), (17:41), (17:48), (17:56), (17:70), (17:75), (17:89), (17:91), (17:93), (17:106), (18:5), (18:7), (18:15), (18:17), (18:18), (18:67), (18:68), (18:72), (18:75), (18:102), (18:104), (19:7), (19:8), (19:20), (19:74), (19:81), (19:83), (19:87), (19:89), (19:97), (19:98), (20:2), (20:13), (20:41), (20:69), (20:69), (20:72), (20:75), (20:81), (20:85), (20:99), (20:113), (20:131), (21:10), (21:21), (21:24), (21:31), (21:32), (21:35), (21:43), (21:43), (21:50), (21:71), (21:88), (21:95), (22:5), (22:16), (22:24), (22:24), (22:25), (22:33), (22:36), (22:40), (22:45), (22:67), (22:74), (23:17), (23:19), (23:19), (23:21), (23:25), (23:53), (23:55), (23:83), (23:90), (23:111), (23:111), (24:1), (24:1), (24:1), (24:13), (24:34), (24:44), (24:46), (25:3), (25:9), (25:11), (25:19), (25:20), (25:20), (25:31), (25:40), (25:42), (25:50), (25:62), (25:77), (26:6), (26:75), (26:117), (26:200), (26:210), (26:212), (27:11), (27:11), (27:16), (27:22), (27:32), (27:86), (28:16), (28:33), (28:51), (28:61), (28:68), (28:87), (29:8), (29:35), (29:47), (29:51), (29:57), (29:67), (30:13), (30:15), (30:16), (30:28), (30:34), (30:35), (30:41), (30:58), (31:11), (31:14), (33:20), (33:21), (33:23), (33:23), (33:38), (33:45), (33:50), (33:61), (34:27), (34:28), (34:35), (34:42), (34:45), (35:15), (35:24), (35:31), (35:32), (35:32), (35:40), (35:40), (35:40), (36:8), (36:9), (36:16), (36:42), (36:50), (36:55), (36:57), (36:69), (36:71), (36:71), (36:72), (36:73), (36:75), (37:6), (37:39), (37:63), (37:95), (37:144), (37:156), (37:158), (37:158), (37:169), (38:9), (38:10), (38:29), (38:69), (38:72), (38:75), (39:2), (39:16), (39:27), (39:34), (39:35), (39:41), (39:43), (39:46), (39:53), (39:67), (40:27), (40:29), (40:33), (40:40), (40:66), (40:74), (40:78), (40:82), (41:25), (41:31), (41:31), (42:7), (42:13), (42:21), (42:22), (42:28), (42:34), (42:46), (42:52), (43:3), (43:21), (43:39), (43:42), (43:61), (43:69), (43:73), (43:76), (43:78), (43:78), (43:79), (43:86), (45:10), (46:4), (46:23), (46:26), (46:27), (48:1), (48:8), (49:15), (49:17), (50:6), (50:7), (50:22), (51:48), (51:49), (51:53), (51:56), (52:38), (52:39), (52:43), (53:23), (53:28), (53:39), (53:54), (54:4), (54:15), (54:17), (54:22), (54:32), (54:40), (56:35), (56:57), (56:60), (56:73), (56:82), (57:8), (57:10), (57:17), (57:29), (58:14), (58:16), (58:16), (58:18), (63:2), (63:10), (65:4), (67:5), (67:29), (68:17), (68:29), (68:31), (68:37), (68:38), (68:39), (68:41), (70:39), (71:5), (71:7), (71:8), (71:9), (71:21), (71:22), (71:23), (71:24), (72:28), (73:10), (73:15), (74:31), (74:31), (75:18), (76:4), (76:23), (78:29), (79:11), (82:19), (83:3), (83:36), (86:10), (90:4), (90:6), (92:19), (95:4), (95:6), (97:1), (98:5), (98:7), (99:5), (101:9), (103:3), (108:1), (109:4), "
have),"""have)""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(77:42), "
"have.""","""have.""""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(7:138), (28:78), "
have:,"""have:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(55:35), "
having,"""having""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(16:3), (18:105), (91:13), "
he,"""he""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:33), (2:97), (2:111), (2:114), (2:130), (2:169), (2:205), (2:208), (2:245), (2:247), (2:247), (2:266), (2:269), (3:37), (3:39), (3:46), (3:67), (3:73), (3:80), (3:80), (3:144), (3:185), (4:111), (4:159), (5:30), (5:32), (5:51), (6:13), (6:21), (6:77), (6:78), (6:122), (7:21), (7:22), (7:108), (7:184), (8:67), (8:67), (9:109), (9:109), (9:114), (9:114), (9:128), (9:128), (10:2), (10:23), (10:71), (11:38), (11:41), (11:65), (11:70), (12:23), (12:28), (12:30), (12:32), (12:54), (12:59), (12:67), (12:70), (12:75), (12:76), (12:77), (12:78), (12:84), (12:98), (12:100), (13:10), (14:17), (15:31), (15:89), (16:59), (16:99), (17:3), (17:97), (17:101), (17:103), (18:34), (18:43), (18:85), (18:89), (18:92), (19:3), (19:15), (19:49), (19:51), (19:54), (19:78), (19:79), (19:80), (19:80), (20:11), (20:44), (20:45), (20:74), (20:88), (20:112), (20:120), (20:133), (21:52), (21:58), (21:75), (22:60), (23:35), (23:100), (24:11), (25:4), (25:70), (26:25), (26:33), (26:49), (26:89), (26:199), (27:8), (27:10), (27:19), (27:20), (27:20), (27:20), (27:22), (27:43), (28:12), (28:14), (28:15), (28:15), (28:18), (28:23), (28:24), (28:24), (28:30), (28:31), (28:39), (28:78), (28:79), (28:79), (28:81), (29:25), (29:36), (29:68), (31:29), (34:8), (34:13), (34:21), (35:8), (35:18), (36:62), (36:77), (36:78), (37:37), (37:81), (37:84), (37:85), (37:88), (37:89), (37:91), (37:93), (37:111), (37:132), (37:140), (37:143), (38:5), (38:25), (38:32), (38:34), (38:40), (38:41), (38:74), (39:33), (39:33), (40:40), (41:34), (41:40), (43:17), (43:28), (43:47), (43:54), (43:62), (43:86), (44:22), (45:9), (49:7), (50:18), (51:26), (51:27), (53:3), (53:6), (53:7), (53:8), (53:11), (53:12), (53:13), (53:18), (53:35), (53:35), (53:39), (53:41), (54:10), (56:90), (56:92), (57:11), (58:19), (65:3), (68:14), (68:51), (69:19), (69:21), (69:25), (69:33), (69:35), (69:36), (74:15), (74:16), (74:18), (74:18), (74:19), (74:21), (74:22), (74:22), (74:23), (75:13), (75:15), (75:28), (75:31), (75:33), (75:36), (75:37), (75:38), (76:3), (79:17), (79:23), (79:35), (80:3), (80:4), (80:7), (80:23), (81:23), (81:24), (84:7), (84:9), (84:10), (84:11), (84:12), (86:5), (90:5), (90:7), (90:11), (90:17), (91:9), (91:10), (92:5), (92:8), (92:11), (96:5), (96:7), (96:10), (96:11), (96:13), (96:14), (96:15), (100:7), (100:8), (100:9), (101:8), (108:3), (111:3), (113:5), "
he!,"""he!""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(111:1), "
he:,"""he:""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(7:12), (38:76), (74:24), "
head,"""head""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(12:36), (44:48), "
head!,"""head!""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(20:94), "
headiness;,"""headiness;""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(37:47), "
headlong,"""headlong""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:176), (26:94), (38:59), (67:22), (92:11), "
heads,"""heads""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:43), (32:12), (37:65), "
healing,"""healing""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(10:57), (17:82), "
heap,"""heap""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(73:14), "
heaped,"""heaped""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(89:12), "
hear,"""hear""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(7:195), (10:42), (13:14), (19:38), (19:62), (19:98), (20:46), (20:108), (21:102), (28:55), (30:52), (30:53), (35:22), (43:40), (43:80), (50:42), (56:25), (68:51), (78:35), (88:11), "
hear;,"""hear;""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(35:22), "
heard,"""heard""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:75), (3:181), (3:193), (12:31), (24:12), (38:7), (58:1), "
hearer).,"""hearer).""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(87:9), "
hearest,"""hearest""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:35), "
heareth,"""heareth""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(3:121), (6:13), (6:115), (8:53), (10:65), (21:4), (26:220), "
hearing,"""hearing""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(2:7), (2:181), (10:31), (15:18), (16:78), (17:36), (23:78), (26:212), (46:26), "
hearken,"""hearken""

 Where does this word mentioned in the Holy Quran?.

 Mention only the refrences.","(28:50), (42:38), (46:32), (68:8), "
