,prompt,completion
2695," (Say: ""Who is the Lord of the seven heavens) give me the refrence","Refrence: (23,86)"
2696, (They will say) give me the refrence,"Refrence: (23,87)"
2697," (Say: ""Who is it in whose hands is the governance of all things) give me the refrence","Refrence: (23,88)"
2698, (They will say) give me the refrence,"Refrence: (23,89)"
2699, (We have sent them the Truth: but they indeed practise falsehood!) give me the refrence,"Refrence: (23,90)"
2700, (No son did Allah beget) give me the refrence,"Refrence: (23,91)"
2701, (He knows what is hidden and what is open: too high is He for the partners they attribute to Him!) give me the refrence,"Refrence: (23,92)"
2702," (Say: ""O my Lord! if Thou wilt show me (in my lifetime) that which they are warned against) give me the refrence","Refrence: (23,93)"
2703," (""Then) give me the refrence","Refrence: (23,94)"
2704, (And We are certainly able to show thee (in fulfilment) that against which they are warned.) give me the refrence,"Refrence: (23,95)"
2705, (Repel evil with that which is best: We are well acquainted with the things they say.) give me the refrence,"Refrence: (23,96)"
2706," (And say ""O my Lord! I seek refuge with Thee from the suggestions of the Evil Ones.) give me the refrence","Refrence: (23,97)"
2707," (""And I seek refuge with Thee O my Lord! lest they should come near me."") give me the refrence","Refrence: (23,98)"
2708, ((In Falsehood will they be) Until) give me the refrence,"Refrence: (23,99)"
2709," (""In order that I may work righteousness in the things I neglected."" - ""By no means! It is but a word he says.""- Before them is a Partition till the Day they are raised up.) give me the refrence","Refrence: (23,100)"
2710, (Then when the Trumpet is blown) give me the refrence,"Refrence: (23,101)"
2711, (Then those whose balance (of good deeds) is heavy) give me the refrence,"Refrence: (23,102)"
2712, (But those whose balance is light) give me the refrence,"Refrence: (23,103)"
2713, (The Fire will burn their faces) give me the refrence,"Refrence: (23,104)"
2714," (""Were not My Signs rehearsed to you) give me the refrence","Refrence: (23,105)"
2715," (They will say: ""our Lord! Our misfortune overwhelmed us) give me the refrence","Refrence: (23,106)"
2716," (""Our Lord! bring us out of this: if ever we return (to Evil)) give me the refrence","Refrence: (23,107)"
2717," (He will say: ""Be ye driven into it (with ignominy)! And speak ye not to Me!) give me the refrence","Refrence: (23,108)"
2718," (""A part of My servants there was) give me the refrence","Refrence: (23,109)"
2719," (""But ye treated them with ridicule) give me the refrence","Refrence: (23,110)"
2720," (""I have rewarded them this Day for their patience and constancy: they are indeed the ones that have achieved Bliss..."") give me the refrence","Refrence: (23,111)"
2721," (He will say: ""What number of years did ye stay on earth?"") give me the refrence","Refrence: (23,112)"
2722," (They will say: ""We stayed a day or part of a day: but ask those who keep account."") give me the refrence","Refrence: (23,113)"
2723," (He will say: ""Ye stayed not but a little) give me the refrence","Refrence: (23,114)"
2724," (""Did ye then think that We had created you in jest) give me the refrence","Refrence: (23,115)"
2725, (Therefore exalted be Allah) give me the refrence,"Refrence: (23,116)"
2726, (If anyone invokes) give me the refrence,"Refrence: (23,117)"
2727," (So say: ""O my Lord! grant Thou forgiveness and mercy for Thou art the Best of those who show mercy!"") give me the refrence","Refrence: (23,118)"
2728, (A sura which We have sent down and which We have ordained in it have We sent down Clear Signs) give me the refrence,"Refrence: (24,1)"
2729, (The woman and the man guilty of adultery or fornication) give me the refrence,"Refrence: (24,2)"
2730, (Let no man guilty of adultery or fornication marry and but a woman similarly guilty) give me the refrence,"Refrence: (24,3)"
2731, (And those who launch a charge against chaste women) give me the refrence,"Refrence: (24,4)"
2732, (Unless they repent thereafter and mend (their conduct); for Allah is Oft-Forgiving) give me the refrence,"Refrence: (24,5)"
2733, (And for those who launch a charge against their spouses) give me the refrence,"Refrence: (24,6)"
2734, (And the fifth (oath) (should be) that they solemnly invoke the curse of Allah on themselves if they tell a lie.) give me the refrence,"Refrence: (24,7)"
2735, (But it would avert the punishment from the wife) give me the refrence,"Refrence: (24,8)"
2736, (And the fifth (oath) should be that she solemnly invokes the wrath of Allah on herself if (her accuser) is telling the truth.) give me the refrence,"Refrence: (24,9)"
2737, (If it were not for Allah�s grace and mercy on you) give me the refrence,"Refrence: (24,10)"
2738, (Those who brought forward the lie are a body among yourselves: think it not to be an evil to you; On the contrary it is good for you: to every man among them (will come the punishment) of the sin that he earned) give me the refrence,"Refrence: (24,11)"
2739, (Why did not the believers - men and women - when ye heard of the affair) give me the refrence,"Refrence: (24,12)"
2740, (Why did they not bring four witnesses to prove it? When they have not brought the witnesses) give me the refrence,"Refrence: (24,13)"
2741, (Were it not for the grace and mercy of Allah on you) give me the refrence,"Refrence: (24,14)"
2742, (Behold) give me the refrence,"Refrence: (24,15)"
2743, (And why did ye not) give me the refrence,"Refrence: (24,16)"
2744, (Allah doth admonish you) give me the refrence,"Refrence: (24,17)"
2745, (And Allah makes the Signs plain to you: for Allah is full of knowledge and wisdom.) give me the refrence,"Refrence: (24,18)"
2746, (Those who love (to see) scandal published broadcast among the Believers) give me the refrence,"Refrence: (24,19)"
2747, (Were it not for the grace and mercy of Allah on you) give me the refrence,"Refrence: (24,20)"
2748, (O ye who believe! follow not Satan�s footsteps: if any will follow the footsteps of Satan) give me the refrence,"Refrence: (24,21)"
2749, (Let not those among you who are endued with grace and amplitude of means resolve by oath against helping their kinsmen) give me the refrence,"Refrence: (24,22)"
2750, (Those who slander chaste women) give me the refrence,"Refrence: (24,23)"
2751, (On the Day when their tongues) give me the refrence,"Refrence: (24,24)"
2752, (On that Day Allah will pay them back (all) their just dues) give me the refrence,"Refrence: (24,25)"
2753, (Women impure are for men impure) give me the refrence,"Refrence: (24,26)"
2754, (O ye who believe! enter not houses other than your own) give me the refrence,"Refrence: (24,27)"
2755, (If ye find no one in the house) give me the refrence,"Refrence: (24,28)"
2756, (It is no fault on your part to enter houses not used for living in) give me the refrence,"Refrence: (24,29)"
2757, (Say to the believing men that they should lower their gaze and guard their modesty: that will make for greater purity for them: And Allah is well acquainted with all that they do.) give me the refrence,"Refrence: (24,30)"
2758, (And say to the believing women that they should lower their gaze and guard their modesty; that they should not display their beauty and ornaments except what (must ordinarily) appear thereof; that they should draw their veils over their bosoms and not display their beauty except to their husbands) give me the refrence,"Refrence: (24,31)"
2759, (Marry those among you who are single) give me the refrence,"Refrence: (24,32)"
2760, (Let those who find not the wherewithal for marriage keep themselves chaste) give me the refrence,"Refrence: (24,33)"
2761, (We have already sent down to you verses making things clear) give me the refrence,"Refrence: (24,34)"
2762, (Allah is the Light of the heavens and the earth. The Parable of His Light is as if there were a Niche and within it a Lamp: the Lamp enclosed in Glass: the glass as it were a brilliant star: Lit from a blessed Tree) give me the refrence,"Refrence: (24,35)"
2763, ((Lit is such a Light) in houses) give me the refrence,"Refrence: (24,36)"
2764, (By men whom neither traffic nor merchandise can divert from the Remembrance of Allah) give me the refrence,"Refrence: (24,37)"
2765, (That Allah may reward them according to the best of their deeds) give me the refrence,"Refrence: (24,38)"
2766, (But the Unbelievers) give me the refrence,"Refrence: (24,39)"
2767, (Or (the Unbelievers� state) is like the depths of darkness in a vast deep ocean) give me the refrence,"Refrence: (24,40)"
2768, (Seest thou not that it is Allah Whose praises all beings in the heavens and on earth do celebrate) give me the refrence,"Refrence: (24,41)"
2769, (Yea) give me the refrence,"Refrence: (24,42)"
2770, (Seest thou not that Allah makes the clouds move gently) give me the refrence,"Refrence: (24,43)"
2771, (It is Allah Who alternates the Night and the Day: verily in these things is an instructive example for those who have vision!) give me the refrence,"Refrence: (24,44)"
2772, (And Allah has created every animal from water: of them there are some that creep on their bellies; some that walk on two legs; and some that walk on four. Allah creates what He wills for verily Allah has power over all things.) give me the refrence,"Refrence: (24,45)"
2773, (We have indeed sent down signs that make things manifest: and Allah guides whom He wills to a way that is straight.) give me the refrence,"Refrence: (24,46)"
2774, (They say) give me the refrence,"Refrence: (24,47)"
2775, (When they are summoned to Allah and His messenger) give me the refrence,"Refrence: (24,48)"
2776, (But if the right is on their side) give me the refrence,"Refrence: (24,49)"
2777, (Is it that there is a disease in their hearts? or do they doubt) give me the refrence,"Refrence: (24,50)"
2778, (The answer of the Believers) give me the refrence,"Refrence: (24,51)"
2779, (It is such as obey Allah and His Messenger) give me the refrence,"Refrence: (24,52)"
2780, (They swear their strongest oaths by Allah that) give me the refrence,"Refrence: (24,53)"
2781," (Say: ""Obey Allah) give me the refrence","Refrence: (24,54)"
2782, (Allah has promised) give me the refrence,"Refrence: (24,55)"
2783, (So establish regular Prayer and give regular Charity; and obey the Messenger; that ye may receive mercy.) give me the refrence,"Refrence: (24,56)"
2784, (Never think thou that the Unbelievers are going to frustrate (Allah�s Plan) on earth: their abode is the Fire) give me the refrence,"Refrence: (24,57)"
2785, (O ye who believe! let those whom your right hands possess) give me the refrence,"Refrence: (24,58)"
2786, (But when the children among you come of age) give me the refrence,"Refrence: (24,59)"
2787, (Such elderly women as are past the prospect of marriage) give me the refrence,"Refrence: (24,60)"
2788, (It is no fault in the blind nor in one born lame) give me the refrence,"Refrence: (24,61)"
2789, (Only those are believers) give me the refrence,"Refrence: (24,62)"
2790, (Deem not the summons of the Messenger among yourselves like the summons of one of you to another: Allah doth know those of you who slip away under shelter of some excuse: then let those beware who withstand the Messenger�s order) give me the refrence,"Refrence: (24,63)"
2791, (Be quite sure that to Allah doth belong whatever is in the heavens and on earth. Well doth He know what ye are intent upon: and one day they will be brought back to Him) give me the refrence,"Refrence: (24,64)"
2792, (Blessed is He who sent down the criterion to His servant) give me the refrence,"Refrence: (25,1)"
2793, (He to whom belongs the dominion of the heavens and the earth: no son has He begotten) give me the refrence,"Refrence: (25,2)"
2794, (Yet have they taken) give me the refrence,"Refrence: (25,3)"
2795," (But the misbelievers say: ""Naught is this but a lie which he has forged) give me the refrence","Refrence: (25,4)"
2796," (And they say: ""Tales of the ancients) give me the refrence","Refrence: (25,5)"
2797," (Say: ""The (Qur�an) was sent down by Him who knows the mystery (that is) in the heavens and the earth: verily He is Oft-Forgiving) give me the refrence","Refrence: (25,6)"
2798," (And they say: ""What sort of a messenger is this) give me the refrence","Refrence: (25,7)"
2799," (""Or (Why) has not a treasure been bestowed on him) give me the refrence","Refrence: (25,8)"
2800, (See what kinds of comparisons they make for thee! But they have gone astray) give me the refrence,"Refrence: (25,9)"
2801, (Blessed is He who) give me the refrence,"Refrence: (25,10)"
2802, (Nay they deny the hour (of the judgment to come): but We have prepared a blazing fire for such as deny the hour:) give me the refrence,"Refrence: (25,11)"
2803, (When it sees them from a place fAr off) give me the refrence,"Refrence: (25,12)"
2804, (And when they are cast) give me the refrence,"Refrence: (25,13)"
2805," (""This day plead not for a single destruction: plead for destruction oft-repeated!"") give me the refrence","Refrence: (25,14)"
2806," (Say: ""Is that best) give me the refrence","Refrence: (25,15)"
2807," (""For them there will be therein all that they wish for: they will dwell (there) for aye: A promise to be prayed for from thy Lord."") give me the refrence","Refrence: (25,16)"
2808, (The day He will gather them together as well as those whom they worship besides Allah) give me the refrence,"Refrence: (25,17)"
2809," (They will say: ""Glory to Thee! not meet was it for us that we should take for protectors others besides Thee: But Thou didst bestow) give me the refrence","Refrence: (25,18)"
2810," ((Allah will say): ""Now have they proved you liars in what ye say: so ye cannot avert (your penalty) nor (get) help."" And whoever among you does wrong) give me the refrence","Refrence: (25,19)"
2811, (And the messengers whom We sent before thee were all (men) who ate food and walked through the streets: We have made some of you as a trial for others: will ye have patience? for Allah is One Who sees (all things).) give me the refrence,"Refrence: (25,20)"
2812," (Such as fear not the meeting with Us (for Judgment) say: ""Why are not the angels sent down to us) give me the refrence","Refrence: (25,21)"
2813, (The Day they see the angels) give me the refrence,"Refrence: (25,22)"
2814, (And We shall turn to whatever deeds they did (in this life)) give me the refrence,"Refrence: (25,23)"
2815, (The Companions of the Garden will be well) give me the refrence,"Refrence: (25,24)"
2816, (The Day the heaven shall be rent asunder with clouds) give me the refrence,"Refrence: (25,25)"
2817, (That Day) give me the refrence,"Refrence: (25,26)"
2818, (The Day that the wrong-doer will bite at his hands) give me the refrence,"Refrence: (25,27)"
2819," (""Ah! woe is me! Would that I had never taken such a one for a friend!) give me the refrence","Refrence: (25,28)"
2820," (""He did lead me astray from the Message (of Allah) after it had come to me! Ah! the Evil One is but a traitor to man!"") give me the refrence","Refrence: (25,29)"
2821," (Then the Messenger will say: ""O my Lord! Truly my people took this Qur�an for just foolish nonsense."") give me the refrence","Refrence: (25,30)"
2822, (Thus have We made for every prophet an enemy among the sinners: but enough is thy Lord to guide and to help.) give me the refrence,"Refrence: (25,31)"
2823," (Those who reject Faith say: ""Why is not the Qur�an revealed to him all at once? Thus (is it revealed)) give me the refrence","Refrence: (25,32)"
2824, (And no question do they bring to thee but We reveal to thee the truth and the best explanation (thereof).) give me the refrence,"Refrence: (25,33)"
2825, (Those who will be gathered to Hell (prone) on their faces) give me the refrence,"Refrence: (25,34)"
2826, ((Before this) give me the refrence,"Refrence: (25,35)"
2827," (And We command: ""Go ye both) give me the refrence","Refrence: (25,36)"
2828, (And the people of Noah) give me the refrence,"Refrence: (25,37)"
2829, (As also �Ad and Thamud) give me the refrence,"Refrence: (25,38)"
2830, (To each one We set forth Parables and examples; and each one We broke to utter annihilation (for their sins).) give me the refrence,"Refrence: (25,39)"
2831, (And the (Unbelievers) must indeed have passed by the town on which was rained a shower of evil: did they not then see it (with their own eyes)? But they fear not the Resurrection.) give me the refrence,"Refrence: (25,40)"
2832, (When they see thee) give me the refrence,"Refrence: (25,41)"
2833," (""He indeed would well-nigh have misled us from our gods) give me the refrence","Refrence: (25,42)"
2834, (Seest thou such a one as taketh for his god his own passion (or impulse)? Couldst thou be a disposer of affairs for him?) give me the refrence,"Refrence: (25,43)"
2835, (Or thinkest thou that most of them listen or understand? They are only like cattle;- nay) give me the refrence,"Refrence: (25,44)"
2836, (Hast thou not turned thy vision to thy Lord?- How He doth prolong the shadow! If He willed) give me the refrence,"Refrence: (25,45)"
2837, (Then We draw it in towards Ourselves) give me the refrence,"Refrence: (25,46)"
2838, (And He it is Who makes the Night as a Robe for you) give me the refrence,"Refrence: (25,47)"
2839, (And He it is Who sends the winds as heralds of glad tidings) give me the refrence,"Refrence: (25,48)"
2840, (That with it We may give life to a dead land) give me the refrence,"Refrence: (25,49)"
2841, (And We have distributed the (water) amongst them) give me the refrence,"Refrence: (25,50)"
2842, (Had it been Our Will) give me the refrence,"Refrence: (25,51)"
2843, (Therefore listen not to the Unbelievers) give me the refrence,"Refrence: (25,52)"
2844, (It is He Who has let free the two bodies of flowing water: One palatable and sweet) give me the refrence,"Refrence: (25,53)"
2845, (It is He Who has created man from water: then has He established relationships of lineage and marriage: for thy Lord has power (over all things).) give me the refrence,"Refrence: (25,54)"
2846, (Yet do they worship) give me the refrence,"Refrence: (25,55)"
2847, (But thee We only sent to give glad tidings and admonition.) give me the refrence,"Refrence: (25,56)"
2848," (Say: ""No reward do I ask of you for it but this: that each one who will may take a (straight) Path to his Lord."") give me the refrence","Refrence: (25,57)"
2849, (And put thy trust in Him Who lives and dies not; and celebrate his praise; and enough is He to be acquainted with the faults of His servants;-) give me the refrence,"Refrence: (25,58)"
2850, (He Who created the heavens and the earth and all that is between) give me the refrence,"Refrence: (25,59)"
2851, (When it is said to them) give me the refrence,"Refrence: (25,60)"
2852, (Blessed is He Who made constellations in the skies) give me the refrence,"Refrence: (25,61)"
2853, (And it is He Who made the Night and the Day to follow each other: for such as have the will to celebrate His praises or to show their gratitude.) give me the refrence,"Refrence: (25,62)"
2854, (And the servants of (Allah) Most Gracious are those who walk on the earth in humility) give me the refrence,"Refrence: (25,63)"
2855, (Those who spend the night in adoration of their Lord prostrate and standing;) give me the refrence,"Refrence: (25,64)"
2856, (Those who say) give me the refrence,"Refrence: (25,65)"
2857," (""Evil indeed is it as an abode) give me the refrence","Refrence: (25,66)"
2858, (Those who) give me the refrence,"Refrence: (25,67)"
2859, (Those who invoke not) give me the refrence,"Refrence: (25,68)"
2860, ((But) the Penalty on the Day of Judgment will be doubled to him) give me the refrence,"Refrence: (25,69)"
2861, (Unless he repents) give me the refrence,"Refrence: (25,70)"
2862, (And whoever repents and does good has truly turned to Allah with an (acceptable) conversion;-) give me the refrence,"Refrence: (25,71)"
2863, (Those who witness no falsehood) give me the refrence,"Refrence: (25,72)"
2864, (Those who) give me the refrence,"Refrence: (25,73)"
2865, (And those who pray) give me the refrence,"Refrence: (25,74)"
2866, (Those are the ones who will be rewarded with the highest place in heaven) give me the refrence,"Refrence: (25,75)"
2867, (Dwelling therein;- how beautiful an abode and place of rest!) give me the refrence,"Refrence: (25,76)"
2868," (Say (to the Rejecters): ""My Lord is not uneasy because of you if ye call not on Him: But ye have indeed rejected (Him)) give me the refrence","Refrence: (25,77)"
2869, (Ta. Sin. Mim.) give me the refrence,"Refrence: (26,1)"
2870, (These are verses of the Book that makes (things) clear.) give me the refrence,"Refrence: (26,2)"
2871, (It may be thou frettest thy soul with grief) give me the refrence,"Refrence: (26,3)"
2872, (If (such) were Our Will) give me the refrence,"Refrence: (26,4)"
2873, (But there comes not to them a newly-revealed Message from (Allah) Most Gracious) give me the refrence,"Refrence: (26,5)"
2874, (They have indeed rejected (the Message): so they will know soon (enough) the truth of what they mocked at!) give me the refrence,"Refrence: (26,6)"
2875, (Do they not look at the earth) give me the refrence,"Refrence: (26,7)"
2876, (Verily) give me the refrence,"Refrence: (26,8)"
2877, (And verily) give me the refrence,"Refrence: (26,9)"
2878, (Behold) give me the refrence,"Refrence: (26,10)"
2879," (""The people of the Pharaoh: will they not fear Allah?"") give me the refrence","Refrence: (26,11)"
2880," (He said: ""O my Lord! I do fear that they will charge me with falsehood:) give me the refrence","Refrence: (26,12)"
2881," (""My breast will be straitened. And my speech may not go (smoothly): so send unto Aaron.) give me the refrence","Refrence: (26,13)"
2882," (""And (further)) give me the refrence","Refrence: (26,14)"
2883," (Allah said: ""By no means! proceed then) give me the refrence","Refrence: (26,15)"
2884," (""So go forth) give me the refrence","Refrence: (26,16)"
2885," (""�Send thou with us the Children of Israel.�"") give me the refrence","Refrence: (26,17)"
2886," ((Pharaoh) said: ""Did we not cherish thee as a child among us) give me the refrence","Refrence: (26,18)"
2887," (""And thou didst a deed of thine which (thou knowest) thou didst) give me the refrence","Refrence: (26,19)"
2888," (Moses said: ""I did it then) give me the refrence","Refrence: (26,20)"
2889," (""So I fled from you (all) when I feared you; but my Lord has (since) invested me with judgment (and wisdom) and appointed me as one of the messengers.) give me the refrence","Refrence: (26,21)"
2890," (""And this is the favour with which thou dost reproach me) give me the refrence","Refrence: (26,22)"
2891," (Pharaoh said: ""And what is the �Lord and Cherisher of the worlds�?"") give me the refrence","Refrence: (26,23)"
2892," ((Moses) said: ""The Lord and Cherisher of the heavens and the earth) give me the refrence","Refrence: (26,24)"
2893," ((Pharaoh) said to those around: ""Did ye not listen (to what he says)?"") give me the refrence","Refrence: (26,25)"
2894," ((Moses) said: ""Your Lord and the Lord of your fathers from the beginning!"") give me the refrence","Refrence: (26,26)"
2895," ((Pharaoh) said: ""Truly your messenger who has been sent to you is a veritable madman!"") give me the refrence","Refrence: (26,27)"
2896," ((Moses) said: ""Lord of the East and the West) give me the refrence","Refrence: (26,28)"
2897," ((Pharaoh) said: ""If thou dost put forward any god other than me) give me the refrence","Refrence: (26,29)"
2898," ((Moses) said: ""Even if I showed you something clear (and) convincing?"") give me the refrence","Refrence: (26,30)"
2899," ((Pharaoh) said: ""Show it then) give me the refrence","Refrence: (26,31)"
2900, (So (Moses) threw his rod) give me the refrence,"Refrence: (26,32)"
2901, (And he drew out his hand) give me the refrence,"Refrence: (26,33)"
2902," ((Pharaoh) said to the Chiefs around him: ""This is indeed a sorcerer well-versed:) give me the refrence","Refrence: (26,34)"
2903," (""His plan is to get you out of your land by his sorcery; then what is it ye counsel?"") give me the refrence","Refrence: (26,35)"
2904," (They said: ""Keep him and his brother in suspense (for a while)) give me the refrence","Refrence: (26,36)"
2905," (""And bring up to thee all (our) sorcerers well-versed."") give me the refrence","Refrence: (26,37)"
2906, (So the sorcerers were got together for the appointment of a day well-known) give me the refrence,"Refrence: (26,38)"
2907," (And the people were told: ""Are ye (now) assembled?-) give me the refrence","Refrence: (26,39)"
2908," (""That we may follow the sorcerers (in religion) if they win?"") give me the refrence","Refrence: (26,40)"
2909, (So when the sorcerers arrived) give me the refrence,"Refrence: (26,41)"
2910," (He said: ""Yea) give me the refrence","Refrence: (26,42)"
2911," (Moses said to them: ""Throw ye - that which ye are about to throw!"") give me the refrence","Refrence: (26,43)"
2912, (So they threw their ropes and their rods) give me the refrence,"Refrence: (26,44)"
2913, (Then Moses threw his rod) give me the refrence,"Refrence: (26,45)"
2914, (Then did the sorcerers fall down) give me the refrence,"Refrence: (26,46)"
2915," (Saying: ""We believe in the Lord of the Worlds) give me the refrence","Refrence: (26,47)"
2916," (""The Lord of Moses and Aaron."") give me the refrence","Refrence: (26,48)"
2917," (Said (Pharaoh): ""Believe ye in Him before I give you permission? surely he is your leader) give me the refrence","Refrence: (26,49)"
2918," (They said: ""No matter! for us) give me the refrence","Refrence: (26,50)"
2919," (""Only) give me the refrence","Refrence: (26,51)"
2920," (By inspiration we told Moses: ""Travel by night with my servants; for surely ye shall be pursued."") give me the refrence","Refrence: (26,52)"
2921, (Then Pharaoh sent heralds to (all) the Cities) give me the refrence,"Refrence: (26,53)"
2922," ((Saying): ""These (Israelites) are but a small band) give me the refrence","Refrence: (26,54)"
2923," (""And they are raging furiously against us;) give me the refrence","Refrence: (26,55)"
2924," (""But we are a multitude amply fore-warned."") give me the refrence","Refrence: (26,56)"
2925, (So We expelled them from gardens) give me the refrence,"Refrence: (26,57)"
2926, (Treasures) give me the refrence,"Refrence: (26,58)"
2927, (Thus it was) give me the refrence,"Refrence: (26,59)"
2928, (So they pursued them at sunrise.) give me the refrence,"Refrence: (26,60)"
2929, (And when the two bodies saw each other) give me the refrence,"Refrence: (26,61)"
2930," ((Moses) said: ""By no means! my Lord is with me! Soon will He guide me!"") give me the refrence","Refrence: (26,62)"
2931," (Then We told Moses by inspiration: ""Strike the sea with thy rod."" So it divided) give me the refrence","Refrence: (26,63)"
2932, (And We made the other party approach thither.) give me the refrence,"Refrence: (26,64)"
2933, (We delivered Moses and all who were with him;) give me the refrence,"Refrence: (26,65)"
2934, (But We drowned the others.) give me the refrence,"Refrence: (26,66)"
2935, (Verily in this is a Sign: but most of them do not believe.) give me the refrence,"Refrence: (26,67)"
2936, (And verily thy Lord is He) give me the refrence,"Refrence: (26,68)"
2937, (And rehearse to them (something of) Abraham�s story.) give me the refrence,"Refrence: (26,69)"
2938, (Behold) give me the refrence,"Refrence: (26,70)"
2939," (They said: ""We worship idols) give me the refrence","Refrence: (26,71)"
2940," (He said: ""Do they listen to you when ye call (on them)?"") give me the refrence","Refrence: (26,72)"
2941," (""Or do you good or harm?"") give me the refrence","Refrence: (26,73)"
2942," (They said: ""Nay) give me the refrence","Refrence: (26,74)"
2943," (He said: ""Do ye then see whom ye have been worshipping) give me the refrence","Refrence: (26,75)"
2944," (""Ye and your fathers before you?-) give me the refrence","Refrence: (26,76)"
2945," (""For they are enemies to me; not so the Lord and Cherisher of the Worlds;) give me the refrence","Refrence: (26,77)"
2946," (""Who created me) give me the refrence","Refrence: (26,78)"
2947," (""Who gives me food and drink) give me the refrence","Refrence: (26,79)"
2948," (""And when I am ill) give me the refrence","Refrence: (26,80)"
2949," (""Who will cause me to die) give me the refrence","Refrence: (26,81)"
2950," (""And who) give me the refrence","Refrence: (26,82)"
2951," (""O my Lord! bestow wisdom on me) give me the refrence","Refrence: (26,83)"
2952," (""Grant me honourable mention on the tongue of truth among the latest (generations);) give me the refrence","Refrence: (26,84)"
2953," (""Make me one of the inheritors of the Garden of Bliss;) give me the refrence","Refrence: (26,85)"
2954," (""Forgive my father) give me the refrence","Refrence: (26,86)"
2955," (""And let me not be in disgrace on the Day when (men) will be raised up;-) give me the refrence","Refrence: (26,87)"
2956," (""The Day whereon neither wealth nor sons will avail) give me the refrence","Refrence: (26,88)"
2957," (""But only he (will prosper) that brings to Allah a sound heart;) give me the refrence","Refrence: (26,89)"
2958," (""To the righteous) give me the refrence","Refrence: (26,90)"
2959," (""And to those straying in Evil) give me the refrence","Refrence: (26,91)"
2960," (""And it shall be said to them: �Where are the (gods) ye worshipped-) give me the refrence","Refrence: (26,92)"
2961," (""�Besides Allah? Can they help you or help themselves?�) give me the refrence","Refrence: (26,93)"
2962," (""Then they will be thrown headlong into the (Fire)) give me the refrence","Refrence: (26,94)"
2963," (""And the whole hosts of Iblis together.) give me the refrence","Refrence: (26,95)"
2964," (""They will say there in their mutual bickerings:) give me the refrence","Refrence: (26,96)"
2965," (""�By Allah) give me the refrence","Refrence: (26,97)"
2966," (""�When we held you as equals with the Lord of the Worlds;) give me the refrence","Refrence: (26,98)"
2967," (""�And our seducers were only those who were steeped in guilt.) give me the refrence","Refrence: (26,99)"
2968," (""�Now) give me the refrence","Refrence: (26,100)"
2969," (""�Nor a single friend to feel (for us).) give me the refrence","Refrence: (26,101)"
2970," (""�Now if we only had a chance of return we shall truly be of those who believe!�"") give me the refrence","Refrence: (26,102)"
2971, (Verily in this is a Sign but most of them do not believe.) give me the refrence,"Refrence: (26,103)"
2972, (And verily thy Lord is He) give me the refrence,"Refrence: (26,104)"
2973, (The people of Noah rejected the messengers.) give me the refrence,"Refrence: (26,105)"
2974, (Behold) give me the refrence,"Refrence: (26,106)"
2975," (""I am to you a messenger worthy of all trust:) give me the refrence","Refrence: (26,107)"
2976," (""So fear Allah) give me the refrence","Refrence: (26,108)"
2977," (""No reward do I ask of you for it: my reward is only from the Lord of the Worlds:) give me the refrence","Refrence: (26,109)"
2978," (""So fear Allah) give me the refrence","Refrence: (26,110)"
2979," (They said: ""Shall we believe in thee when it is the meanest that follow thee?"") give me the refrence","Refrence: (26,111)"
2980," (He said: ""And what do I know as to what they do?) give me the refrence","Refrence: (26,112)"
2981," (""Their account is only with my Lord) give me the refrence","Refrence: (26,113)"
2982," (""I am not one to drive away those who believe.) give me the refrence","Refrence: (26,114)"
2983," (""I am sent only to warn plainly in public."") give me the refrence","Refrence: (26,115)"
2984," (They said: ""If thou desist not) give me the refrence","Refrence: (26,116)"
2985," (He said: ""O my Lord! truly my people have rejected me.) give me the refrence","Refrence: (26,117)"
2986," (""Judge Thou) give me the refrence","Refrence: (26,118)"
2987, (So We delivered him and those with him) give me the refrence,"Refrence: (26,119)"
2988, (Thereafter We drowned those who remained behind.) give me the refrence,"Refrence: (26,120)"
2989, (Verily in this is a Sign: but most of them do not believe.) give me the refrence,"Refrence: (26,121)"
2990, (And verily thy Lord is He) give me the refrence,"Refrence: (26,122)"
2991, (The �Ad (people) rejected the messengers.) give me the refrence,"Refrence: (26,123)"
2992, (Behold) give me the refrence,"Refrence: (26,124)"
2993," (""I am to you a messenger worthy of all trust:) give me the refrence","Refrence: (26,125)"
2994," (""So fear Allah and obey me.) give me the refrence","Refrence: (26,126)"
2995," (""No reward do I ask of you for it: my reward is only from the Lord of the Worlds.) give me the refrence","Refrence: (26,127)"
2996," (""Do ye build a landmark on every high place to amuse yourselves?) give me the refrence","Refrence: (26,128)"
2997," (""And do ye get for yourselves fine buildings in the hope of living therein (for ever)?) give me the refrence","Refrence: (26,129)"
2998," (""And when ye exert your strong hand) give me the refrence","Refrence: (26,130)"
2999," (""Now fear Allah) give me the refrence","Refrence: (26,131)"
3000," (""Yea) give me the refrence","Refrence: (26,132)"
3001," (""Freely has He bestowed on you cattle and sons) give me the refrence","Refrence: (26,133)"
3002," (""And Gardens and Springs.) give me the refrence","Refrence: (26,134)"
3003," (""Truly I fear for you the Penalty of a Great Day."") give me the refrence","Refrence: (26,135)"
3004," (They said: ""It is the same to us whether thou admonish us or be not among (our) admonishers!) give me the refrence","Refrence: (26,136)"
3005," (""This is no other than a customary device of the ancients) give me the refrence","Refrence: (26,137)"
3006," (""And we are not the ones to receive Pains and Penalties!"") give me the refrence","Refrence: (26,138)"
