,prompt,completion
3867,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And they believed; so We permitted them to enjoy (their life) for a while."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:148)
3868,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Now ask them their opinion: Is it that thy Lord has (only) daughters"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:149)
3869,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Or that We created the angels female"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:150)
3870,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Is it not that they say"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:151)
3871,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"Allah has begotten children""? but they are liars!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:152)
3872,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Did He (then) choose daughters rather than sons?"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:153)
3873,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""What is the matter with you? How judge ye?"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:154)
3874,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Will ye not then receive admonition?"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:155)
3875,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Or have ye an authority manifest?"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:156)
3876,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Then bring ye your Book (of authority) if ye be truthful!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:157)
3877,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And they have invented a blood-relationship between Him and the Jinns: but the Jinns know (quite well) that they have indeed to appear (before his Judgment-Seat)!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:158)
3878,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Glory to Allah! (He is free) from the things they ascribe (to Him)!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:159)
3879,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Not (so do) the Servants of Allah"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:160)
3880,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""For"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:161)
3881,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Can lead (any) into temptation concerning Allah"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:162)
3882,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Except such as are (themselves) going to the blazing Fire!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:163)
3883,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(Those ranged in ranks say): ""Not one of us but has a place appointed;"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:164)
3884,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"And we are verily ranged in ranks (for service);"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:165)
3885,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"And we are verily those who declare (Allah�s) glory!"""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:166)
3886,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And there were those who said"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:167)
3887,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"If only we had had before us a Message from those of old"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:168)
3888,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"We should certainly have been Servants of Allah"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:169)
3889,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""But (now that the Qur�an has come)"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:170)
3890,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Already has Our Word been passed before (this) to our Servants sent (by Us)"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:171)
3891,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""That they would certainly be assisted"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:172)
3892,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And that Our forces"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:173)
3893,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""So turn thou away from them for a little while"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:174)
3894,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And watch them (how they fare)"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:175)
3895,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Do they wish (indeed) to hurry on our Punishment?"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:176)
3896,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""But when it descends into the open space before them"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:177)
3897,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""So turn thou away from them for a little while"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:178)
3898,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And watch (how they fare) and they soon shall see (how thou farest)!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:179)
3899,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Glory to thy Lord"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:180)
3900,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And Peace on the messengers!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:181)
3901,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And Praise to Allah"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 37:182)
3902,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Sad: By the Qur�an"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:1)
3903,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""But the Unbelievers (are steeped) in self-glory and Separatism."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:2)
3904,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""How many generations before them did We destroy? In the end they cried (for mercy)- when there was no longer time for being saved!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:3)
3905,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""So they wonder that a Warner has come to them from among themselves! and the Unbelievers say"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:4)
3906,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"Has he made the gods (all) into one Allah? Truly this is a wonderful thing!"""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:5)
3907,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And the leader among them go away (impatiently)"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:6)
3908,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"We never heard (the like) of this among the people of these latter days: this is nothing but a made-up tale!"""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:7)
3909,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"What! has the Message been sent to him - (Of all persons) among us?""...but they are in doubt concerning My (Own) Message! Nay"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:8)
3910,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Or have they the treasures of the mercy of thy Lord"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:9)
3911,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Or have they the dominion of the heavens and the earth and all between? If so"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:10)
3912,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""But there - will be put to flight even a host of confederates."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:11)
3913,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Before them (were many who) rejected messengers"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:12)
3914,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And Thamud"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:13)
3915,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Not one (of them) but rejected the messengers"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:14)
3916,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""These (today) only wait for a single mighty Blast"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:15)
3917,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""They say: ""Our Lord! hasten to us our sentence (even) before the Day of Account!"""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:16)
3918,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Have patience at what they say"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:17)
3919,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""It was We that made the hills declare"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:18)
3920,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And the birds gathered (in assemblies): all with him did turn (to Allah)."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:19)
3921,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""We strengthened his kingdom"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:20)
3922,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Has the Story of the Disputants reached thee? Behold"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:21)
3923,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""When they entered the presence of David"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:22)
3924,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"This man is my brother: He has nine and ninety ewes"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:23)
3925,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(David) said: ""He has undoubtedly wronged thee in demanding thy (single) ewe to be added to his (flock of) ewes: truly many are the partners (in business) who wrong each other: Not so do those who believe and work deeds of righteousness"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:24)
3926,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""So We forgave him this (lapse): he enjoyed"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:25)
3927,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""O David! We did indeed make thee a vicegerent on earth: so judge thou between men in truth (and justice): Nor follow thou the lusts (of thy heart)"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:26)
3928,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Not without purpose did We create heaven and earth and all between! that were the thought of Unbelievers! but woe to the Unbelievers because of the Fire (of Hell)!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:27)
3929,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Shall We treat those who believe and work deeds of righteousness"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:28)
3930,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(Here is) a Book which We have sent down unto thee"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:29)
3931,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""To David We gave Solomon (for a son)"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:30)
3932,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Behold"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:31)
3933,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And he said"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:32)
3934,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And We did try Solomon: We placed on his throne a body (without life); but he did turn (to Us in true devotion):"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:34)
3935,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""He said"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:35)
3936,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Then We subjected the wind to his power"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:36)
3937,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""As also the evil ones"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:37)
3938,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""As also others bound together in fetters."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:38)
3939,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"Such are Our Bounties: whether thou bestow them (on others) or withhold them"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:39)
3940,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And he enjoyed"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:40)
3941,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Commemorate Our Servant Job. Behold he cried to his Lord: ""The Evil One has afflicted me with distress and suffering!"""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:41)
3942,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(The command was given:) ""Strike with thy foot: here is (water) wherein to wash"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:42)
3943,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And We gave him (back) his people"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:43)
3944,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"And take in thy hand a little grass"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:44)
3945,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And commemorate Our Servants Abraham"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:45)
3946,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Verily We did choose them for a special (purpose)- proclaiming the Message of the Hereafter."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:46)
3947,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""They were"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:47)
3948,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And commemorate Isma�il"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:48)
3949,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""This is a Message (of admonition): and verily"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:49)
3950,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Gardens of Eternity"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:50)
3951,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Therein will they recline (at ease): Therein can they call (at pleasure) for fruit in abundance"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:51)
3952,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And beside them will be chaste women restraining their glances"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:52)
3953,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Such is the Promise made"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:53)
3954,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Truly such will be Our Bounty (to you); it will never fail;-"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:54)
3955,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Yea"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:55)
3956,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Hell!- they will burn therein"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:56)
3957,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Yea"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:57)
3958,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And other Penalties of a similar kind"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:58)
3959,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Here is a troop rushing headlong with you! No welcome for them! truly"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:59)
3960,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""(The followers shall cry to the misleaders:) ""Nay"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:60)
3961,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""They will say: ""Our Lord! whoever brought this upon us"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:61)
3962,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""And they will say: ""What has happened to us that we see not men whom we used to number among the bad ones?"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 38:62)
